Group,URL,Description,Info
 Software ,redirection-new.php?URL=cef9922b16a1af75ed5e4234ed2df54aa86a8fa02d3974b2b47dc749f97a2b0c&NAME=Pharmer,Pharmer,. Free open source pharmacophore search technology that can search millions of chemical structures in seconds.
 Software ,redirection-new.php?URL=e4c6ce21787af9829d23ceab1a91b8f6527d688c9e7fc019402e0175ef216ea1&NAME=Catalyst,Catalyst,". Pharmacophore Modeling and Analysis; 3D database building and searching; Ligand conformer generation and analysis tools; Geometric, descriptor-based querying; Shape-based screening. Distributed by Accelrys as part of Discovery Studio."
 Software ,redirection-new.php?URL=faf966ef24a9cdcd6b72ab7050ca9c6d06d670141671ebcd4d413c9fbb8a5626&NAME=PharmaGist,PharmaGist,. Freely available web server for pharmacophore detection. The download version includes virtual screening capability.
 Software ,redirection-new.php?URL=39b0d376e910e7a4d40c482ace64d1276e2770b28915ed15b38ec17f7598ca07&NAME=LiSiCA,LiSiCA,". LiSiCA (Ligand Similarity using Clique Algorithm) is a ligand-based virtual screening software that searches for 2D and 3D similarities between a reference compound and a database of target compounds which should be represented in a Mol2 format. The similarities are expressed using the Tanimoto coefficients and the target compounds are ranked accordingly. A PyMol plu-in is freely available, too. Developed by the University of Ljubljana, Slovenia."
 Software ,redirection-new.php?URL=e6271937a2de2a410be63261ef4ab37f481156c89f53dc9ada738b71460d3c07&NAME=LigandScout,LigandScout,. Fully integrated platform for virtual screening based on 3D chemical feature pharmacophore models. Developed by inte:ligand.
 Software ,redirection-new.php?URL=cbbfacc854d8d2b10d6e196cdf39c96cebf1443b73be5eb13ed075948a4c9116&NAME=CHAAC,CHAAC,". Chaac is a ligand-based virtual screening tool. It compares your molecule with a database of ligands, and outputs a list of candidates with similar chemical profile to that of your query. Developed by Mind the Byte."
 Software ,redirection-new.php?URL=cbbfacc854d8d2b10d6e196cdf39c96cebf1443b73be5eb13ed075948a4c9116&NAME=IK,IK,. This virtual screening tool allows to compare in 3D molecules according to their behaviour with their environment. It generates a list of compounds similar to your query as output including also the non-structural analogues. Developed by Mind the Byte.
 Software ,redirection-new.php?URL=cbbfacc854d8d2b10d6e196cdf39c96cebf1443b73be5eb13ed075948a4c9116&NAME=KIZIN,KIZIN,". Kizin supports compound selection. Given an input protein present in the ChEMBL database, and an internal or external library of drug candidates, it performs a 2D virtual screening, selecting molecules in the library likely to exhibit activity for that protein. Developed by Mind the Byte."
 Software ,redirection-new.php?URL=a67c0ad9b77fc31e9dda9e695aa2f7d6c4d8a40cabae37e6bf40307fc6b68c1f&NAME=ACPC,ACPC,. (AutoCorrelation of Partial Charges) Open source tool for ligand-based virtual screening using autocorrelation of partial charges. ACPC uses a rotation-translation invariant molecular descriptor.
 Software ,redirection-new.php?URL=f994209c7383e749b30144b67636b302fef9837d1aa9a20d58422ce66576ab70&NAME=ChemCom,ChemCom,". a computer application which facilitates searching and comparing chemical libraries. ChemCom aims to expedite the current, time consuming processes of comparing large, chemical databases. As such, this application can be used to speedup many processes including drug research and discovery. A free java web application is also available. Developed by the University of Kansas, USA."
