Group,URL,Description,Info
 Software ,redirection-new.php?URL=d32b74244f25e5429346c69875cd3dcba4ecd68181c033c502235b6d3020cacf&NAME=cQSAR,cQSAR,". A regression program that has dual databases of over 21,000 QSAR models. Distributed by BioByte."
 Software ,redirection-new.php?URL=f9d1d57407c374cff0a0ebc122414f08d7c4d7146691ea5a1ccde1e339c88675&NAME=SeeSAR,SeeSAR,". Program for interactive, visual compound promotion and optimization. It include PD and PK parameters and can be linked to other modules for physicochemical and ADME. Distributed by Bio"
 Software ,redirection-new.php?URL=7802f3c6df8f897ef6edbfb8cfa1a4add13df2c2c602ac0c5c474dde3646f3f6&NAME=clogP,clogP,. Program for calculating log P
 Software ,redirection-new.php?URL=d09c8a96343caeb121f75bdccf3059d15fe1fa684d4e507ed4b4a30d6948022a&NAME=ClogP/CMR,ClogP/CMR,. Estimates Molar Refractivity and logP. Distributed by Tripos.
 Software ,redirection-new.php?URL=7cfb62fd3577ed431828059d4ec13b6748130f38318694b944e46610ca5cf6e2&NAME=TopomerCoMFA,Topomer CoMFA,. 3D QSAR tool that automates the creation of models for predicting the biological activity or properties of compounds. Distributed by Tripos.
 Software ,redirection-new.php?URL=e276548f712b8350fb19e1d692111647d58eb59866127e8a7c77584daac7c376&NAME=QSARPro,QSARPro,". QSAR software for evaluation of several molecular descriptors along with facility to build the QSAR equation (linear or non-linear regression) and use it for predicting the activities of test/new set of molecules. Performs 2D and 3D QSAR, and provides GQSAR, a group based QSAR approach establishing a correlation of chemical group variation at different molecular sites of interest with the biological activity. Works on LInux and Windows. Provided by VLife."
 Software ,redirection-new.php?URL=9bae64eec4e3f76b71148f40319e8de22579aa432a3d88b8853349d79f2d5e34&NAME=MedChemStudio,MedChem Studio,". (Formerly ClassPharmer). Cheminformatics platform supporting lead identification and prioritization, de novo design, scaffold hopping and lead optimization. It is integrated with MedChem Designer and ADMET Predictor. Distributed by Simulation Plus, Inc."
 Software ,redirection-new.php?URL=1006dfe8e4af62b61456f7c375cb580eeff959a966c704f07a7f9613f8a575b0&NAME=Surflex-Sim,Surflex-Sim,. Performs the alignment of molecules by maximizing their three-dimensional similarity. Surflex-Sim uses a surface-based morphological similarity function while minimizing the overall molecular volume of the aligned structures. Distributed by Tripos.
 Software ,redirection-new.php?URL=062f3497094836f41d2daf21c8e8ad20667926985a6aa7eaab0b13237cbf830c&NAME=QSARwithCoMFA,QSAR with CoMFA,". Builds statistical and graphical models that relate the properties of molecules (including biological activity) to their structures. Several structural descriptors can be calculated, including EVA and the molecular fields of CoMSIA. Distributed by Tripos."
 Software ,redirection-new.php?URL=062f3497094836f41d2daf21c8e8ad20667926985a6aa7eaab0b13237cbf830c&NAME=Almond,Almond,". 3D-QSAR approach using GRid-INdependent Descriptors (GRIND). Starting with a set of 3D structures, Almond employs GRID3 force field to generate Molecular Interaction Fields (MIFs). The information in the MIFs is transformed to generate information-rich descriptors independent of the location of the molecules within the grid. Distributed by Tripos."
 Software ,redirection-new.php?URL=5c52d7032d58e1ea8edf7f0a679def13e6729ac2cc3eb3d70ae2e5831c01cbd7&NAME=GALAHAD,GALAHAD,". GA-based program to develop pharmacophore hypotheses and structural alignments from a set of molecules that bind at a common site. No prior knowledge of pharmacophore elements, constraints, or molecular alignment is required. Distributed by Tripos."
 Software ,redirection-new.php?URL=afdbf31dab89103c311735df71a9f74c21af09cd3ba38514dd116483645eba76&NAME=MolegroDataModeller,Molegro Data Modeller,". A program for building regression or classification models, performing feature selection and cross-validation, principal component analysis, high-dimensional visualization, clustering, and outlier detection. Provided by Qiagen."
 Software ,redirection-new.php?URL=fb7589d56e9c552f1f829b7a4a3a8e50e4fb6d24825f4547dcfdfe9e92f4f35d&NAME=HologramQSAR(HQSAR),Hologram QSAR (HQSAR),". Program using molecular holograms and PLS to generate fragment-based structure-activity relationships. Unlike other 3D-QSAR methods, HQSAR does not require alignment of molecules."
 Software ,redirection-new.php?URL=d32b74244f25e5429346c69875cd3dcba4ecd68181c033c502235b6d3020cacf&NAME=cQSAR,cQSAR,". A regression program that has dual databases of over 21,000 QSAR models. Distributed by BioByte."
 Software ,redirection-new.php?URL=c0e98c76400b00aa65de9c867ba1fdeedfae6519a75fbae678f4ed618be87f56&NAME=McQSAR,McQSAR,. Free program to generates quantitative structure-activity relationships (QSAR equations) using the genetic function approximation paradigm. For Windows and Linux.
 Software ,redirection-new.php?URL=141fb1e2dff20128dd785b43c7a33758f7340a419657b127ad6a77d01c9f3b39&NAME=CheS-Mapper,CheS-Mapper,". CheS-Mapper (Chemical Space Mapper) is a 3D-viewer for chemical datasets with small compounds. The tool can be used to analyze the relationship between the structure of chemical compounds, their physico-chemical properties, and biological or toxic effects. CheS-Mapper embedds a dataset into 3D space, such that compounds that have similar feature values are close to each other. It can compute a range of descriptors and supports clustering and 3D alignment. It is an open-source Java application, based on the Java libraries Jmol, CDK, WEKA, and utilizes OpenBabel and R. Developed and proposed by the Universität Mainz, Germany."
 Software ,redirection-new.php?URL=d3926e16751309c58d31c1e9c45ae5886bb74aab20d65d2a28c68f7a2a9da3ea&NAME=Open3DQSAR,Open3DQSAR,". Program aimed at high-throughput generation and chemometric analysis of molecular interaction fields (MIFs). Free open source software. For Windows, Linux and Mac."
 Software ,redirection-new.php?URL=a9d543046c5f562dc4e5a5c8a6414458c8abfc0961c68128eeaa5d85ecccc1e5&NAME=PaDEL-Descriptor,PaDEL-Descriptor,. Free software to calculate molecular (1875) descriptors and (12) fingerprints. Can be used from command lines or GUI. Developed by the National University of Singapore.
 Software ,redirection-new.php?URL=55320c105b5165dddc743ebed84bef842457166231a7acaaf7cb706930b4f961&NAME=Codessa,Codessa,. Derives descriptors using quantum mechanical results from AMPAC.  These descriptors are then used to develop QSAR/QSPR models.
 Software ,redirection-new.php?URL=48d9a17592724c34b1a025e5b4191c23c995db588766476770bb3e465ed6d6af&NAME=CDKDescriptorCalculatorGUI,CDK Descriptor Calculator GUI,. Free and open source GUI to CDK to calculate molecular descriptors.
 Software ,redirection-new.php?URL=c9164824142d04aa9b48313a6f7360acd058d35170ef0c303b63bb3426a55a46&NAME=BlueDesc,BlueDesc,. Free and open source molecular descriptor calculator. Converts an MDL SD file into ARFF and LIBSVM format for machine learning and data mining purposes using CDK and JOELib2. Provided by the Tuebingen University.
 Software ,redirection-new.php?URL=51efa6fbc4c384d2e165a6c742b35a2ebde982607049b74501bc6ee57de548ea&NAME=KeyRecep,KeyRecep,. Estimates the characteristics of the binding site of the target protein by superposing multiple active compounds in 3D space so that the physicochemical properties of the compounds match maximally with each other. Can be used to estimate activities and vHTS. Distributed by IMMD.
 Software ,redirection-new.php?URL=aa4aadd7b458984b06041e2086473c835248ecceb7db858e2d0f2d61b02d89ce&NAME=OpenMolGRID,OpenMolGRID,. Uses a Grid approach to deal with large-scale molecular design and engineering problems. The methodology used relies on Quantitative Structure Property/Activity Relationships (QSPR/QSAR).
 Software ,redirection-new.php?URL=75e5eb321cd56391ba7a02f9770374550b68808dc4c9bb84be8a2afb8654f073&NAME=Molconn-Z,Molconn-Z,". Standard program for generation of Molecular Connectivity, Shape, and Information Indices for Quantitative Structure Activity Relationship (QSAR) Analyses."
 Software ,redirection-new.php?URL=b4e886298cc46f723a67a0356e8df2688a07c37dee672af2c7978252e9fd3b9d&NAME=CODESSAPro,CODESSA Pro,. Program for developing quantitative structure-activity/property relationships (QSAR/QSPR. Distributed by CompuDrug.
 Software ,redirection-new.php?URL=369fddfafb3f5871b654eaef89334f9c67470b118c1c03d7c8bedbbfe1fec5a1&NAME=MCASE,MCASE,. Machine learning approach to automatically evaluate compounds/activity data set and identify the structural features responsible for activity (biophores). It then creates organized dictionaries of these biophores and develops ad hoc local QSAR correlations. Distributed by MultiCASE.
 Software ,redirection-new.php?URL=d08cda9b74fa913a2572add5a4ae60a43d4f0be9df1f151dd533cc4c9414a8bb&NAME=hint!,hint!,". (Hydropathic INTeractions). Estimates LogP for modeled molecules or data files, numerically and graphically evaluates binding of drugs or inhibitors into protein structures and scores DOCK orientations, constructs hydropathic (LOCK and KEY) complementarity maps that can be used to predict a substrate from a known receptor or protein structure or to propose the hydropathic structure from known agonists or antagonists, and evaluates/predicts effects of site-directed mutagenesis on protein structure and stability."
 Software ,redirection-new.php?URL=b659683fcde5539a98f27776074332d9dd3052b3377ba45bc7b8972b2918a303&NAME=smirep,smirep,. System for predicting the structural activity of chemical compounds.
 Databases ,redirection-new.php?URL=353e99a90eda96e7a50a78313c407136c3bfa873c49816d233ffbbf9c5cea795&NAME=MOLEdb,MOLE db,. Molecular Descriptors Data Base is a free on-line database comprised of 1124 molecular descriptors calculated for hundreds of thousands of molecules.
 Databases ,redirection-new.php?URL=cd98dad20865a8c107bf83d43fe8e2a3d84807682e099a1a72658092bd621b62&NAME=ChemDB/Datasets,ChemDB/Datasets,. Experimentally annotated subsets of the ChemDB for machine learning and searching experiments.
 Databases ,redirection-new.php?URL=be7bb27951ffe8538bfdc1c95b7e095af59f98bed21ced611172967a4e03616b&NAME=DatasetsfromtheMilanoChemometricsandQSARResearchGroup,Datasets from the Milano Chemometrics and QSAR Research Group,. References Data Sets
 Databases ,redirection-new.php?URL=2a2a1c388a13a9d4a4f75f12599ef5ab816750efd1bf62b4ed64563238cec4db&NAME=OCHEMDatabase,OCHEM Database,. Online database of experimental measurements integrated with a modeling environment. User can submit experimental data or use the data uploaded by other users to build predictive QSAR models for physical-chemical or biological properties. Provided by eADMET GmbH and the Institute of Bioinformatics & Systems Biology at Helmholtz Zentrum München.
 Databases ,redirection-new.php?URL=b286076530c8c25be2cf1fe3970afd7f53d5931fb61d21fde25e88a0e8d4821e&NAME=ChemSAR,ChemSAR,". Free web-based pipelining platform for classification models of small molecules. It includes validation and standardization of chemical structures, calculation of descriptots (1D, 2D and FP), feature selection, model building and interpretation. Developed by the School of Pharmaceutical Sciences, Central South University, China."
 Databases ,redirection-new.php?URL=3816c475a696d6bdcff21ad4e9156a967a3312d8bb72f09866795957b56527b1&NAME=Chembench,Chembench,". Free portal that enables researchers to mine available chemical and biological data. It includes robust model builders, property and activity predictors, virtual libraries of available chemicals with predicted biological and drug-like properties, and special tools for chemical library design. Provided with registration by the Carolina Exploratory Center for Cheminformatics Research, USA."
