Group,URL,Description,Info
 Chemical databases ,redirection-new.php?URL=0c721eb78f9d1c055d8fd94d4d56eef311557cbbdfb9ae1b318e4f609cda75e3&NAME=ZincDatabase,Zinc Database,". Curated collection of commercially available chemical compounds, with 3D coordinates, provided by the Shoichet Laboratory in the Department of Pharmaceutical Chemistry at the University of California, San Francisco (UCSF)."
 Chemical databases ,redirection-new.php?URL=465031495f5333cb7fa195df4c1e39ea1d8c38fd1f271a032879d044b479e18c&NAME=Zinc15Database,Zinc15 Database,". A new version of ZINC database including 100+ million purchasable compounds in ready-to-dock, 3D formats, provided by the Shoichet Laboratory in the Department of Pharmaceutical Chemistry at the University of California, San Francisco (UCSF)."
 Chemical databases ,redirection-new.php?URL=3e36a88d27cd3b991c3a2ae4ff3b4e1585480450de7e779e8bd55dfcd435b8a2&NAME=ChEMBL,ChEMBL,". Curated database of small molecules. Includes interactions and functional effects of small molecules binding to their macromolecular targets, and series of drug discovery databases."
 Chemical databases ,redirection-new.php?URL=09f8b3375695ac5210f6817611506ed614f6b1dbb6cbfc5d2ea805ff66a34cd1&NAME=Chemspider,Chemspider,". Collection of chemical compunds maintained by the Royal Society of Chemistry. Includes the conversion of chemical names to chemical structures, the generation of SMILES and InChI strings as well as the prediction of many physicochemical parameters."
 Chemical databases ,redirection-new.php?URL=a0ab1305fa2aa66c2b391e5e22f054a2da8235c622fb72fe0e29a42171dc41a0&NAME=CoCoCo,CoCoCo,". Free suite of multiconformational molecular databases for High-Throughput Virtual Screening. It has single and multi conformer databases prepared for HTVS in different formats like Phase, Catalyst, Unity and SDF. Provided by the Department of Pharmaceutical Sciences of the University of Modena and Reggio Emilia."
 Chemical databases ,redirection-new.php?URL=8ad286e813304c99de3ad35e021cefd753bec9dcb5e7bfdcc72db5e4ebc4f8ee&NAME=DrugBank,DrugBank,". Bioinformatics and cheminformatics resource combining detailed drug (i.e. chemical, pharmacological and pharmaceutical) data with comprehensive drug target (i.e. sequence, structure, and pathway) information. Allows searching for similar compounds."
 Chemical databases ,redirection-new.php?URL=06a8448d81b80d28b5a5589101312a7376072197456c3952aa01aadf49ae4457&NAME=PubChem,PubChem,". Database of chemical compounds maintained by the National Center for Biotechnology Information (NCBI), along with bioassays results. Allows similar compounds search (2D and 3D)."
 Chemical databases ,redirection-new.php?URL=02dbaadc27596763d1e5977e3530d0e9f46aa6c6ad4bc1ff2c8e80a6bdef34f4&NAME=TCM,TCM,". Free small molecular database on traditional Chinese medicine, for virtual screening. It is currently the world's largest TCM database, and contains 170'000 compounds, with 3D mol2 and 2D cdx files, which passed ADMET filters."
 Chemical databases ,redirection-new.php?URL=425ecb43e0d7d18eafa914aac2be0819749dd235da2bb0a008b7c4d3e2da49e0&NAME=SCUBIDOO,SCUBIDOO,". a freely accessible database concept that currently holds 21 million virtual products originating from a small library of building blocks and a collection of robust organic reactions. This large data set was reduced to three representative and computationally tractable samples denoted as S, M, and L, containing 9994, 99 977, and 999 794 products, respectively. These small sets are useful as starting points for ligand identification and optimization projects. Proposed by the University of University of Marburg, Germany."
 Chemical databases ,redirection-new.php?URL=32d4f482787d3832d3b60540a02963efac2580fa0d272e756c9269e2f57dabe0&NAME=Mculedatabase,Mcule database,". Commercial database of commercially available small molecules. Allows filtering by chemical supplier data (stock availability, price, delivery time, chemical suppliers, catalogs, minimum purity, etc.) and export the whole Mcule database including supplier and procurement related properties. Reduced prices for academic. Provided by Mcule."
