Group,URL,Description,Info
 Software ,redirection-new.php?URL=2f35f6dbed490191e06e6a0dbb0ee5699af8d135c4cde93f1f9e2a0609033ab3&NAME=CHARMM,CHARMM,". (Chemistry at HARvard Macromolecular Mechanics). Package of molecular simulation programs, including source code and demos."
 Software ,redirection-new.php?URL=600164dfb141d33c3b7ee891a99c42719abfe4645c54871df7b7550af95d0076&NAME=GROMACS,GROMACS,. (GROningen MAchine for Chemical Simulations). Free open source molecular dynamics simulation package.
 Software ,redirection-new.php?URL=b06edfd91da10e70a3668af60b518d8e44f6fb004a62aae5d9ca15fe73d3d3f9&NAME=Amber,Amber,". (Assisted Model Building with Energy Refinement). Package of molecular simulation programs, including source code and demos."
 Software ,redirection-new.php?URL=2d36b2fc6d9b3dbf9972b4bb4ed3b208bad058796b03d51d21c7eb6c8f68150f&NAME=AmberTools,AmberTools,". AmberTools consists of several independently developed packages that work well by themselves, and with Amber itself. It contains NAB (build molecules; run MD or distance geometry, using generalized Born, Poisson-Boltzmann or 3D-RISM implicit solvent models), antechamber and MCPB (create force fields for general organic molecules and metal centers), tleap and sleap (Basic preparation program for Amber simulations), sqm (semiempirical and DFTB quantum chemistry program), pbsa (Performs numerical solutions to Poisson-Boltzmann models), 3D-RISM (Solves integral equation models for solvation), ptraj and cpptraj (structure and dynamics analysis of trajectories), MMPBSA.py and amberlite (Energy-based analyses of MD trajectories)"
 Software ,redirection-new.php?URL=3e11e69ee14404dd187a06e346bf6a88f18d0ea182b3aa7a6dd7309cc5a7b8d6&NAME=GROMACS,GROMACS,". High performance toolkit for CPU/GPU-accelerated molecular dynamics simulation and setup. Can be used as a library or as an application with an intuitive Python interface. Developed, maintained and provided open-source by Standford University, United States."
 Software ,redirection-new.php?URL=5c61cc3be21cd226af3f9757e2da68c5124dc8be94da8e29a276f2e6d1c495fe&NAME=VFFDT,VFFDT,". It consists in a user-friendly Visual Force Field Derivation Toolkit (VFFDT) to derive the force field parameters via simply clicking on the bond or angle in the 3D viewer, and we have further extended our previous program to support the Hessian matrix output from a variety of quantum mechanics (QM) packages, including Gaussian 03/09, ORCA 3.0, QChem, GAMESS-US, and MOPAC 2009/2012. In this toolkit, a universal VFFDT XYZ file format containing the raw Hessian matrix is available for all of the QM packages, and an instant force field parametrization protocol based on a semiempirical quantum mechanics (SQM) method is introduced. The new function that can automatically obtain the relevant parameters for zinc, copper, iron, etc., which can be exported in AMBER Frcmod format, has been added. Furthermore, our VFFDT program can read and write files in AMBER Prepc, AMBER Frcmod, and AMBER Mol2 format and can also be used to customize, view, copy, and paste the force field parameters in the context of the 3D viewer, which provides utilities complementary to ANTECHAMBER, MCPB, and MCPB.py in the AmberTools.Proposed by the School of Pharmaceutical Sciences, Wenzhou Medical University"
 Software ,redirection-new.php?URL=d85f819814edccd6501076e3008999dc7434707f6f0e546cf5c103c5d7da56e6&NAME=NAMD,NAMD,. (NAnoscale Molecular Dynamics). Free parallel molecular dynamics code designed for high-performance simulation of large biomolecular systems. Based on Charm++ parallel objects.
 Software ,redirection-new.php?URL=4802d03d287955d6fa4600dc2a25f61a3e2677d0d8b893513a922bc6c1f64e50&NAME=aMD,aMD,. (accelerated Molecular Dynamics). enhanced-sampling method that improves the conformational space sampling by reducing energy barriers separating different states of a system. Distributed by the National Biomedical Computation Resource.
 Software ,redirection-new.php?URL=85a42c93d5d55fbdd65929ac4043c70826d72345f7699ba8248cd77596a45b09&NAME=MATCH,MATCH,". (Multipurpose Atom-Typer for CHARMM). Toolset of program libraries collectively titled multipurpose atom-typer for CHARMM (MATCH) for the automated assignment of atom types and force field paramters for molecular mechanics simulation of organic molecules. Developed by the Brooks lab, Michigan university."
 Software ,redirection-new.php?URL=6411a9f39aba9bfd31e5d038eca688ef8e8bf60bb6ab301e376183b914a28bf2&NAME=Desmond,Desmond,. Package to perform high-speed molecular dynamics simulations of biological systems on conventional computer clusters. Developed at D. E. Shaw Research.
