Group,URL,Description,Info
 Software ,redirection-new.php?URL=21e10ce260f5a0633e084446addf128e275e5552296d9545ad452585de3ac950&NAME=MED-SuMo,MED-SuMo,". Program for macromolecules surface similarity detection. Searches into 3D databases, find similar binding surfaces and generate 3D superpositions based on common surface chemical features and similar shape. Can be used for site mining, drug repurposing and site classification at PDB scale. Distributed by MEDIT."
 Software ,redirection-new.php?URL=f8d305f6276db8c39142abf6d677b70a7256c989d0226df9bc5ad24434eeb791&NAME=TRAPP,TRAPP,". TRAnsient Pockets in Proteins (TRAPP) is a web server for the analysis of transient binding pockets in proteins. Contrarily to many tools, it is not  intended for ligand binding pocket identification per se, but rather to predict significant changes in the spatial and physicochemical properties of a given pocket that may arise due to the protein's flexibility (both backbone and side chains). Several capabilities of visualization and analysis have been developed and are provided by the Molecular and Cellular Modeling group at Heidelberg Institute for Theoretical Studies, Germany."
 Software ,redirection-new.php?URL=204bba7f48525db3bdb63e57a231484c07e5391f5cf51f7434e18b0c84c6b203&NAME=CAVER,CAVER,. Software tool for analysis and visualisation of tunnels and channels in protein structures. Provided by the Masaryk University.
 Software ,redirection-new.php?URL=f2a34d56daa152f8de05718b9369ed4e0760ebc5c80b75f8c21cec4851393305&NAME=fpocket,fpocket,. Open source protein pocket (cavity) detection algorithm based on Voronoi tessellation. Developed in the C programming language and currently available as command line driven program. fpocket includes two other programs (dpocket & tpocket) that allow you to extract pocket descriptors and test own scoring functions respectively. Also contains a druggability prediction score.
 Software ,redirection-new.php?URL=99b4296305fc05b1c4e20ad600d28d1b528d9620b18dcf4e1323b5fe4c60c431&NAME=GHECOM,GHECOM,. Program for finding multi-scale pockets on protein surfaces using mathematical morphology. Free open source.
 Software ,redirection-new.php?URL=746126420edbd1cbb4bea2e288300227a97b0f49f3f48a516715e57dc1b75698&NAME=LIGSITE<sup>csc</sup>,LIGSITEcsc,. Program for the automatic identification of pockets on protein surface using the Connolly surface and the degree of conservation.
 Software ,redirection-new.php?URL=cbcfde8f02417e91a70473e0971d01db977fc488bafd3fab2796abdc18e82aa2&NAME=SURFNET,SURFNET,. Generates surfaces and void regions between surfaces from coordinate data supplied in a PDB file.
 Software ,redirection-new.php?URL=0525915eac7a436cec3732f5d1f9f421b4dc8d119d13ecb1f45cfff5ea8e1a42&NAME=SiteHound,SiteHound,". Identifies ligand binding sites by computing interactions between a chemical probe and a protein structure. The input is a PDB file of a protein structure, the output is a list of “interaction energy clusters” corresponding to putative binding sites."
 Software ,redirection-new.php?URL=c08baa05f7240c21f0f4febfbc63267d19bb58f8fbb417fddbe62e260090af08&NAME=ICM-PocketFinder,ICM-PocketFinder,. Binding site predictor based on calculating the drug-binding density field and contouring it at a certain level. Provided by Molsoft.
 Software ,redirection-new.php?URL=41834b2a8b7274aa4b838f9a8771d2fbbaa19be754d404930483e240036c59db&NAME=SiteMap,SiteMap,. Program for binding site identification. Distributed by Schrodinger.
 Software ,redirection-new.php?URL=3770428a75538c1b63096ad99bf8cd3da247582b388ee18c609c4941eb46cae1&NAME=MSPocket,MSPocket,. Orientation independent program for the detection and graphical analysis of protein surface pockets. A MSPocket plugin for PyMOL provides a graphical user interface for runing MSPocket and render its results in PyMOL. It is included in the download. Free and open source.
 Software ,redirection-new.php?URL=47cad77b03aa903eec47ed9124f13e1df38d6f89bb3f020ae1b7a29085bfa633&NAME=POCASA,POCASA,. (POcket-CAvity Search Application). Automatic web service that implements the algorithm named Roll which can predict binding sites by detecting pockets and cavities of proteins of known 3D structure. Maintained by the Hokkaido University.
 Software ,redirection-new.php?URL=13297dd885d2525a9bcbb34475d4db6a52ada09f06b890ea2ddd0d2eddae2b39&NAME=Phosfinder,Phosfinder,. Method for the prediction of phosphate-binding sites in protein structures. provided by the University of Rome.
 Software ,redirection-new.php?URL=593644560782e1f4f32ec4e03f18fe773f26fc768a45dea15c4568c9bf71e8ba&NAME=VOIDOO,VOIDOO,. Software to find cavities and analyse volumes.
 Software ,redirection-new.php?URL=c7e6d4012e04a91d8cdafee76ded96a256636ee7b50020288a76c278f2dff9f6&NAME=FunFOLDQA,FunFOLDQA,. Program to assess the quality ligand binding site residue predictions based on 3D models of proteins. Free program written in java. Developped by the University of Reading.
 Software ,redirection-new.php?URL=b417a1faf7fe82db4c376f28e84dffe0281ed1d2e6295f34670d5ffee00402b6&NAME=LISE,LISE,". Free and open source program for ligand Binding Site Prediction Using Ligand Interacting and Binding Site-Enriched Protein Triangles. Exists as a web service. Provided by the Institute of Biomedical Sciences, Academia Sinica."
 Software ,redirection-new.php?URL=cbba8ff7f77428a05b9f466130f389c75e50291bd5323822ab15bf73db81b1e2&NAME=PDBinder,PDBinder,". Free program for the identification of small ligand-binding sites in a protein structure. webPDBinder searches a protein structure against a library of known binding sites and a collection of control non-binding pockets. Exists as a web service. Provided by the University of Roma 2, Italy."
 Software ,redirection-new.php?URL=40473cf0dd764b618ad997d56b1551952e8499fd7d74536af585c3ac6a7142c7&NAME=eFindSite,eFindSite,". Ligand binding site prediction and virtual screening algorithm that detects common ligand binding sites in a set of evolutionarily related proteins identified by 10 threading/fold recognition methods. Exists as a web service. Provided by the Louisiana State University, Computational Systems Biology Group."
 Software ,redirection-new.php?URL=c154cc2b717fafa58ea700a02909cd7a941b9265c299a95916dd861d03df7caf&NAME=POVME,POVME,. Free and open source program for measuring binding-pocket volumes. Developed by the National Biomedical Computation Resource.
 Software ,redirection-new.php?URL=28aab52adb54f5eadf3edaf4afc6a8eeee873d50e52945df33631098d572351d&NAME=SiteEngine,SiteEngine,. Program to predict regions that can potentially function as binding sites. The methods is based on recognition of geometrical and physico-chemical environments that are similar to known binding sites. Exists as a web service. Provided by the structural Bioinformatics group at Tel-Aviv University.
 Software ,redirection-new.php?URL=f8ac4ae1775fbd5545edce9cddaaf8eba5efd47560ea8614d57be2a6d5b8b08b&NAME=SVILP_ligand,SVILP_ligand,". General method for discovering the features of binding pockets that confer specificity for particular ligands. Provided by the Computational Bioinformatics Laboratory, Imperial College London."
 Databases ,redirection-new.php?URL=c19cda0437b4a0ebf9d04f744974c3704446e6f233997e5b9f8ed4f071fa50a1&NAME=sc-PDB,sc-PDB,. Annotated Database of Druggable Binding Sites from the Protein DataBank. Provided by the university of Strasbourg.
