Group,URL,Description,Info
 Software ,redirection-new.php?URL=df8b1791b97126e463f0a2536cf026e7752818531f533f0a29c1a396ef406fae&NAME=Autodock,Autodock,". Free open source EA based docking software. Flexible ligand. Flexible protein side chains. Maintained by the Molecular Graphics Laboratory, The Scripps Research Institute, la Jolla."
 Software ,redirection-new.php?URL=07d50939aa1339464caf4033ec63fe07fefaa9c0529d28ca8c2fda91b205b2e2&NAME=DOCK,DOCK,. Anchor-and-Grow based docking program. Free for academic usage. Flexible ligand. Flexible protein. Maintained by the Soichet group at the UCSF.
 Software ,redirection-new.php?URL=c82cd9098e867b8249ff4359bc7d33a630578f3127f2572c557662cdc09d0a49&NAME=GOLD,GOLD,". GA based docking program. Flexible ligand. Partial flexibility for protein. Product from a collaboration between the university of Sheffield, GlaxoSmithKline plc and CCDC."
 Software ,redirection-new.php?URL=3247ccd7be140e6357a745acc70b1310d82465330527ba9b89c5a89e9dcc8122&NAME=Glide,Glide,". Exhaustive search based docking program. Exists in extra precision (XP), standard precision (SP) and virtual High Throughput Screening modes. Ligand and protein flexible. Provided by Schrödinger."
 Software ,redirection-new.php?URL=255750959209921689d858afa2337bfa5089efc101f824d8ec3daa186e406343&NAME=Itzamna,Itzamna,". Itzamna is a docking program, identifying active compounds for a given target. You can upload a protein and a docking is performed, either against an in-house database containing more than a million active compounds, or against a user-defined library. Provided by Mind The Byte."
 Software ,redirection-new.php?URL=e680034eb4c6957b65adf0eb90957132a146aa7fc3710dfe05605b65999e4f4d&NAME=SCIGRESS,SCIGRESS,". Desktop/server molecular modeling software suite employing linear scaling semiempirical quantum methods for protein optimization and ligand docking. Developed and distributed by Fujitsu, Ltd."
 Software ,redirection-new.php?URL=7254086a5cf49f6792c87a9d3047c7286ba0ae2219f70106b5c8bf39ce9f15cf&NAME=GlamDock,GlamDock,. Docking program based on a Monte-Carlo with minimization (basin hopping) search in a hybrid interaction matching / internal coordinate search space. Part of the Chil
 Software ,redirection-new.php?URL=19b80fb705a0a78427e3a0456781a99a904322893aa9021f3fe6711f7eb1b513&NAME=FlexAID,FlexAID,". A small-molecule docking algorithm that accounts for target side-chain flexibility and utilizes a soft scoring function. The pairwise energy parameters were derived from a large dataset of true positive poses and negative decoys from the PDBbind database through an iterative process using Monte Carlo simulations. Precompiled Linux, MacOS and Windows versions are made available by the University of Sherbrooke, Canada."
 Software ,redirection-new.php?URL=81097f0eb04ad2befb9bdedf23c075a326a572bae9b8815267f866bbd0c0ac91&NAME=GEMDOCK,GEMDOCK,. Generic Evolutionary Method for molecular DOCKing. Program for computing a ligand conformation and orientation relative to the active site of target protein==== Docking - Software ====
 Software ,redirection-new.php?URL=96eea09ae4d37a67f4d007c1365841750fc52d7df79c2fcf8ff8be4823188835&NAME=iGEMDOCK,iGEMDOCK,". Graphic environment for the docking, virtual screening, and post-screening analysis. Free for non commercial researches. For Windows and Linux."
